Timestamp,What kind of user are you?,Where do you work?,What country are you in?,Are you part of the U.S. Exascale Computing Project (ECP)?,What are your primary application areas?,How did you find out about Spack?,How long have you been using Spack?,Have you contributed to Spack?,What version(s) of Spack do you use?,What OS do you use Spack on?,How many software installations have you done with Spack in the past year?,What Python version(s) do you use to run Spack?,How bad would it be if Spack dropped support for Python 2.6?,How bad would it be if Spack ONLY worked with Python 3?,How do you get installed Spack packages into your environment?,Which of the following Spack features do you use?,Which processors do you expect to use with Spack in the next year?,Which GPUs do you expect to use with Spack in the next year?,Which compilers do you expect to use with Spack in the next year?,"Rank these TBD Spack features by importance [New, backtracking concretizer]",Rank these TBD Spack features by importance [Use existing installs more aggressively],Rank these TBD Spack features by importance [Separate concretization of build dependencies ],Rank these TBD Spack features by importance [AWS/Azure/GCP/Cloud integration],"Rank these TBD Spack features by importance [Optimized, public binary packages]",Rank these TBD Spack features by importance [Better Developer features (easily develop multiple packages + 3rd party dependencies)],Rank these TBD Spack features by importance [Notifications about changes to my packages],Rank these TBD Spack features by importance [Build testing for every PR],"Rank these TBD Spack features by importance [Language virtual dependencies (e.g., depends_on(""cxx@2017:""))]",Rank these TBD Spack features by importance [Testing / integration with Pavilion2/ReFrame/other test tool],Rank these TBD Spack features by importance [Better compiler flag handling],Rank these TBD Spack features by importance [Windows Support],What features NOT in the prior list would you like to see?,"If we had a (virtual) workshop on Spack, would you attend? ",Have you done a Spack Tutorial?,How do you get help with Spack when you need it?,How often do you consult the Spack documentation?,"If there were commercial support for Spack, would you or your organization buy it?",How would you rate the overall quality of ... [Spack documentation],How would you rate the overall quality of ... [Spack community],How would you rate the overall quality of ... [Spack packages],How would you rate the overall quality of ... [Spack],Tell us briefly about your use case and your usual Spack workflow.,What about Spack helps you the most?,What are the biggest pain points in Spack for your workflow? (feel free to link to issues),What's the biggest thing we could do to improve Spack over the next year?,Are there key packages you'd like to see in Spack that are not included yet?,Do you have any other comments for us?
11/17/2020 20:50:46,Software Developer,University HPC/Computing Center,United States,Yes,Traditional HPC / Simulation,Used at my site,2,"Packages, Slack Discussions, Issues",develop,"Red Hat, CentOS, Ubuntu, Debian, SuSE, Fedora",10 - 100,"2.7, 3.5",Do it!,I'd live (I can provide Python 3 somehow),"Lmod, Environment Modules (TCL modules)","Module generation, Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel, IBM Power, ARM","NVIDIA, AMD, Intel","gcc, Intel OneAPI / dpc++, nvcc",Very Important,Somewhat important,Very Important,Slightly Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Not Important,"Some form of integrated pre-build config testing, like what autotools does.   For example, before 'spack spec/install', I run a script that scans the system and makes version/variant choices for me.","Yes, I'd attend",Yes,"Documentation, Slack",Monthly,Probably not,Excellent,Excellent,Good,Good,I use spack to build my project's prereqs/dependencies and then use autotools to work on my project.,"the community, which is excellent","You claim that spack is ""easy to use"", but IMHO spack is an advanced system for advanced users and some things are complicated.  It's a hard problem.",the new concretizer,,"I would like to see a separate, low-volume announcement either mailing list, or slack channel, or web page, or something with heads up for major changes in spack.  For example, the format of config.yaml for install_tree changed last week and this broke one of may daily scripts.   Now, I figured it out, but 'heads up' would have been nice.  But this should be low-volume, not every new package."
11/17/2020 20:51:49,User Support Staff,Company,United States,No,"Traditional HPC / Simulation, AI/ML",Presentation,2,"Packages, Slack Discussions, Issues",develop,"Red Hat, CentOS",100 - 200,"3.6, 3.7, 3.8",Do it!,Do it!,"Lmod, Environment Modules (TCL modules)","Environments, Module generation, spack containerize, build-env (debug a build), Externals in packages.yaml, Concretization preferences in packages.yaml",Intel,NVIDIA,"gcc, Intel Compilers",Critical,Critical,Critical,Somewhat important,Critical,Somewhat important,Slightly Important,Slightly Important,Slightly Important,Not Important,Somewhat important,Not Important,"I suppose if I'm being greedy 'spack containerize' could be a little friendlier by taking options to tune the generated recipe on the fly.  E.g.,  spack containerize --dist=centos7 --singularity --package-list=""gcc@9.2,openmpi@4,python@3.8"" > Singularity.

Pie in the sky wish... Spack channels, akin to Conda channels, become a thing and is taken up by developers of closed source scientific applications commonly used on HPC clusters.  'spack install X' securely fetches the closed source vendor distribution and brings installation under spack.  Examples might include software from Ansys, Biovia, Schrodinger, Openeye, or Siemens.",Maybe,Yes,"Documentation, Slack, GitHub",Monthly,Probably,Excellent,Excellent,Good,Excellent,We (a user-support staff of 2) use spack to deliver the production versions of whatever it can build easily to r&d clusters at a large pharma company.  Spack-installed software makes up about 25% of the total set of end-user modules on our clusters.  ,"Spack provides the foundation of the software stack on our cluster: reproducible, easy installations of the basic toolchain -- GCC, OpenMPI, Cuda, Bash, git, cmake, etc. and some scientific applications that are open source and readily compiled with that tool chain.  In this role it (a) saves time for support staff and (b) improves the quality of our software stack by facilitating delivery of more robust, more timely, and more up to date versions of these tools that would otherwise be provided over the cluster lifecycle.","I don't know how to safely update a spack installation in place (git pull) without triggering rehashing and a massive number of rebuilds within that stack.  This makes updating spack tricky on production systems that rely on the same software installations working day after day, year after year.

Building anything with an intel tool chain.

Most of our scientific apps that are compiled with an Intel toolchain, or are Python libraries, or come from 3rd party vendors, are managed outside of Spack.
",T. Gamblin has given presentations on future improvements to the concertizer that look exciting.  Anything that improves or builds on container support is also very welcome.  'spack containerize' could take a few options and be a bit friendlier. ,I thought of a few but then ran 'spack list' and they have been added since the last time I checked.  The package list is quite good.,Spack is extraordinary and blows away all past attempts to bring sanity to HPC software.  I encourage you to offer commercial support. Please have support tiers that allow us to select an appropriate level of support.
11/17/2020 20:52:36,User Support Staff,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,No,Traditional HPC / Simulation,Word of mouth,3,"Packages, Slack Discussions, Issues",develop,"Red Hat, SuSE, Cray","> 1,000",3.6,Do it!,Do it!,"Lmod, Environment Modules (TCL modules)","Environments, Module generation, spack containerize, Stacks (matrices in environments), build-env (debug a build), Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel, ARM",NVIDIA,"gcc, Intel Compilers, LLVM, AMD aocc, nvcc, CCE (Cray Compilers), armclang",Very Important,Somewhat important,Somewhat important,Not Important,Slightly Important,Slightly Important,Not Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Not Important,Charliecloud integration,Maybe,Yes,"Documentation, Slack",Weekly,Probably,Good,Good,Good,Good,,,Managing stacks for several types of machines.,"New concretizer reducing the rebuild of dependencies across multiple compilers that don't need to be built with any particular compiler.  Allow for more layers of machine differentiation (specifically, interconnect).",,
11/17/2020 20:53:30,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,"Traditional HPC / Simulation, Compiler Testing",Word of mouth,5,"Packages, Issues",0.15,Red Hat,"> 1,000",2.7,Unacceptable  (it's the only python on important machines),Unacceptable,"Lmod, Environment Modules (TCL modules)","Environments, build-env (debug a build), Externals in packages.yaml, Concretization preferences in packages.yaml, Distributed Builds (srun spack install)","AMD, Intel, IBM Power, ARM","NVIDIA, AMD","gcc, Intel Compilers, PGI, NVIDIA Compilers (new PGI), LLVM, AMD hipclang, nvcc, XL, CCE (Cray Compilers), armclang",Somewhat important,Very Important,Very Important,Not Important,Slightly Important,Very Important,Somewhat important,Very Important,Very Important,Not Important,Very Important,Not Important,Moving the install location after builds,"Yes, I'd attend",Yes,Coworkers,Yearly,"Yes, definitely!",Good,Good,Good,Good,,building my 100+ project libs,,,,
11/17/2020 21:55:47,Scientist/Researcher,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,No,"Traditional HPC / Simulation, High Energy Physics",Presentation,4,"Packages, Issues","0.14, 0.15","macOS, TOSS, Red Hat",1 - 10,2.7,Do it!,I'd live (I can provide Python 3 somehow),spack view,"Environments, Stacks (matrices in environments), Python extensions (link python packages into interpreter prefix), Externals in packages.yaml","AMD, Intel, IBM Power, ARM","NVIDIA, AMD","gcc, Intel Compilers, nvcc, XL, CCE (Cray Compilers), armclang",Somewhat important,Very Important,Very Important,Not Important,Very Important,Somewhat important,Very Important,Very Important,Somewhat important,Not Important,Critical,Not Important,"Better debug info for offending file, e.g. bug in packages.yaml syntax",Maybe,No,"Slack, Mailing List",Weekly,No,OK,Excellent,Good,Good,Third party library compile for ICF simulation code and workflow tool.,Defining a new compiler and having spack create all of the libraries is a joy.,Upgrading to a new version when spack arch changes,"I would like a system where I give a list of libraries, including multiple versions of a single library, and it would concretize together and be available in a single collection with no other libraries with the same compiler/arch in the list.",,
11/17/2020 20:55:11,Scientist/Researcher,DOE/Office of Science Lab (ORNL/ANL/LBL),United States,Yes,"Traditional HPC / Simulation, Computer Science Research",Word of mouth,4,Packages,0.14,Ubuntu,1 - 10,3.7,Do it!,Do it!,"spack load, Spack environments, Environment Modules (TCL modules)","Environments, Concretization preferences in packages.yaml","AMD, Intel",NVIDIA,"gcc, LLVM, AMD hipclang, nvcc",Somewhat important,Very Important,Somewhat important,Not Important,Somewhat important,Very Important,Very Important,Slightly Important,Somewhat important,Not Important,Slightly Important,Not Important,,Maybe,No,Documentation,Monthly,No,Excellent,Good,OK,Good,,,,,,
11/17/2020 20:55:59,Scientist/Researcher,DOE/Office of Science Lab (ORNL/ANL/LBL),United States,Yes,"Traditional HPC / Simulation, Computer Science Research",Word of mouth,3,Packages,develop,"Red Hat, CentOS, Ubuntu, Debian",100 - 200,"2.7, 3.5",Do it!,Unacceptable,"spack load, Lmod, Environment Modules (TCL modules)","Environments, Module generation","AMD, Intel, IBM Power, ARM","NVIDIA, AMD, Intel","gcc, Intel Compilers, PGI, NVIDIA Compilers (new PGI), LLVM, nvcc, XL",Somewhat important,Very Important,Slightly Important,Somewhat important,Critical,Critical,Critical,Critical,Slightly Important,Slightly Important,Critical,Critical,,"Yes, I'd attend",No,Documentation,Monthly,Probably,Good,Good,Good,Good,,,,,,
11/17/2020 20:56:46,Software Developer,DOE/Office of Science Lab (ORNL/ANL/LBL),United States,Yes,"Traditional HPC / Simulation, Computer Science Research",Presentation,3,"Packages, Core Features, Slack Discussions, Mailing List, Issues","0.15, develop","CentOS, Ubuntu","500-1,000","3.6, 3.7, 3.8",Do it!,Do it!,spack load,"Environments, spack external find, Externals in packages.yaml","AMD, Intel, IBM Power, ARM","NVIDIA, AMD, Intel","gcc, Intel Compilers",Not Important,Somewhat important,Not Important,Not Important,Not Important,Not Important,Somewhat important,Somewhat important,Not Important,Not Important,Somewhat important,Not Important,I really really wish the package repository and core spack code were not in the same repo.  On multiple occasions I have wanted to update one and had something break in the other on HPC platforms with fragile development environments.,No,No,"Documentation, Slack, Mailing List",Monthly,No,Good,Good,OK,Good,I help to maintain a project (Mochi) that deliberately has a number of small subpackages (the point of the project is composability).  I rely on spack to correctly assemble combinations of these packages for different use cases.  It's invaluable in this context.,ability to handle complex dependency chains,"close coupling between spack (the core code) and the package repositories, lack of regression testing for key DOE HPC platforms, unexpected command line changes",,,
11/17/2020 20:57:30,Software Developer,Company,United States,No,Traditional HPC / Simulation,Used at my site,1,Issues,"0.15, develop","Red Hat, CentOS, Ubuntu, Debian, SuSE, Fedora",10 - 100,"2.7, 3.7",Do it!,Do it!,"Spack environments, Lmod","Environments, Module generation, build-env (debug a build)","AMD, Intel","NVIDIA, AMD","LLVM, AMD hipclang, nvcc, CCE (Cray Compilers)",Slightly Important,Somewhat important,Somewhat important,Slightly Important,Somewhat important,Very Important,Somewhat important,Slightly Important,Slightly Important,Slightly Important,Critical,Slightly Important,,Maybe,Yes,"Documentation, Coworkers",Monthly,Probably not,OK,OK,Bad,OK,Building third party prereqs quickly before building optimized large codes,Set it up once and use be able to do with ,Mixed sets of compiler flags for various portions of builds,Adding capabilities for various compiler flags for different portions of builds,,
11/17/2020 20:58:06,Scientist/Researcher,University HPC/Computing Center,United States,Yes,"Traditional HPC / Simulation, Computer Science Research",Word of mouth,3,No,"0.12, 0.14",CentOS,200 - 500,2.7,Do it!,Unacceptable,"spack load, Spack environments",Chaining,"AMD, Intel, IBM Power, ARM","NVIDIA, AMD, Intel","gcc, Intel Compilers, Intel OneAPI / dpc++, LLVM, AMD aocc, AMD hipclang, XL, armclang",Somewhat important,Very Important,Very Important,Slightly Important,Slightly Important,Very Important,Very Important,Critical,Very Important,Very Important,Somewhat important,Not Important,,"Yes, I'd attend",No,"Documentation, Coworkers",Daily,No,OK,Good,Bad,Good,research on Space-based tools; traditional debugging,automatic building of prerequisites,access to build error messages artifacts,more packages that work,,
11/17/2020 20:58:45,System Administrator,University HPC/Computing Center,United States,No,"Traditional HPC / Simulation, Bioinformatics",Word of mouth,2,Packages,develop,CentOS,10 - 100,"2.7, 3.6, 3.8",Do it!,Do it!,Lmod,"Environments, Module generation, spack containerize, Chaining, build-env (debug a build)","AMD, Intel",NVIDIA,gcc,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,tensorflow working on centos/rhel,"Yes, I'd attend",Yes,Documentation,Weekly,Probably not,Good,Excellent,Good,Good,"user requests help with package a, check to see if package a is in the spack repo, if  yes, rejoice! If the package isn't there I try to manually build it and then transfer that into a spack package. This is hard, but probably because building software from source with all these weird dependencies is hard? ","when it works, it is really great. ",Tensorflow not quite working on centos/rhel,"There appears to be some amount of unwritten package compatibility for centos/rhel and ubuntu/mac getting more focus. Are other HPC clusters running ubuntu, I thought it was centos/rhel mostly...",tensorflow rhel/centos,
