Timestamp,What kind of user are you?,Where do you work?,What country are you in?,Are you part of the U.S. Exascale Computing Project (ECP)?,What languages do you primarily program in?,What are your primary application areas?,How did you find out about Spack?,How long have you been using Spack?,Have you contributed to Spack?,What version(s) of Spack do you use?,What OS do you use Spack on?,How many software installations have you done with Spack in the past year?,What Python version(s) do you use to run Spack?,How bad would it be if Spack dropped support for Python 2?,How do you get installed Spack packages into your environment?,Which of the following Spack features do you use?,Do you have local Spack package repositories?,Do you have any local modifications to Spack itself?,Which processors do you expect to use with Spack in the next year?,Which GPUs do you expect to use with Spack in the next year?,Which compilers do you expect to use with Spack in the next year?,Rank these TBD Spack features by importance [Better error messages],Rank these TBD Spack features by importance [Compilers as proper dependencies],"Rank these TBD Spack features by importance [Separate concretization of build dependencies (build build tools with gcc/clang, not fancy compilers)]","Rank these TBD Spack features by importance [Optimized, public binary packages]",Rank these TBD Spack features by importance [Build testing for every PR],"Rank these TBD Spack features by importance [Language virtual dependencies (e.g., depends_on(""cxx@2017:""))]",Rank these TBD Spack features by importance [Testing / integration with Pavilion2/ReFrame/other test tool],Rank these TBD Spack features by importance [Better compiler flag handling],Rank these TBD Spack features by importance [Windows Support],Rank these TBD Spack features by importance [Autodetection of system packages],Rank these TBD Spack features by importance [Performance/speed improvements],Rank these TBD Spack features by importance [More reproducibility for environments],Rank these TBD Spack features by importance [Better GPU compiler support],Rank these TBD Spack features by importance [Generate GitHub Actions pipelines + build caches],Rank these TBD Spack features by importance [More developer features],What features NOT in the prior list would you like to see?,"If we had a (virtual) Spack user meeting, would you attend? ",Have you done a Spack Tutorial?,How do you get help with Spack when you need it?,How often do you consult the Spack documentation?,"If there were commercial support for Spack, would you or your organization buy it?",If there were a software foundation (ala Linux Foundation or CNCF) around Spack would it make you more likely to use/recommend Spack?,How would you rate the overall quality of ... [Spack documentation],How would you rate the overall quality of ... [Spack community],How would you rate the overall quality of ... [Spack packages],How would you rate the overall quality of ... [Spack],Tell us briefly about your use case and your usual Spack workflow.,What about Spack has helped you the most in the past year?,What are the biggest pain points in Spack for your workflow? (feel free to link to issues),What's the biggest thing we could do to improve Spack over the next year?,Are there key packages you'd like to see in Spack that are not included yet?,Do you have any other comments for us?,
1/3/2022 7:20:51,"dev, devops, sysadmin, comp scientist, and manager","DOE/Office of Science Lab (e.g., ORNL/ANL/LBL)",United States,Yes,C++,"Traditional HPC / Simulation, We are applications people forced to test compilers due to the state of play",Presentation,4,"Packages, GitHub Discussions, Issues",develop,"macOS, RHEL 8, Ubuntu 20, Cray XT",100 - 200,3.9,Do it!,spack load,"Externals in packages.yaml, Concretization preferences in packages.yaml, New concretizer (clingo), spack load",No,No,"AMD, Intel, IBM Power, ARM","NVIDIA Volta, NVIDIA Ampere, AMD MI100, AMD MI200, AMD Other, Intel Xe (Ponte Vecchio)","gcc, Intel Compilers, Intel OneAPI / dpc++, PGI, NVHPC (new NVIDIA PGI compilers), LLVM, AMD ROCmCC / hipcc, nvcc (CUDA), CCE (Cray Compilers), armclang",Somewhat important,Somewhat important,Slightly Important,Not Important,Slightly Important,Slightly Important,Not Important,Slightly Important,Somewhat important,Slightly Important,Critical,Very Important,Very Important,Slightly Important,Slightly Important,,Maybe,Yes,"Documentation, Slack, GitHub, Source Code",Monthly,Probably,"Yes, definitely!",Excellent,Excellent,Excellent,Excellent,"Installing a large matrix of software build dependencies (compilers, libraries, python, python packages...) to support testing QMCPACK compilation and testing",It is a huge time saver,Multiple near duplicate packages installed. (Going to reinvestigate environments early in 2022 hoping that they have matured since the last time we failed to use them successfully.),Automate upgrading and testing of new compiler and critical library versions. e.g. Q. Why is the latest version of HDF5 not the preferred version? A. Too many packages would break. Create a robot to save us from this situation and handle updates and version restrictions automagically.,It is more that there are stale packages that don't have the latest release version. ,,
1/3/2022 10:38:11,Manager,Xtreme-D.net,United States,No,"C++, Python, sh/bash/other shell script",Computer Science Research,Word of mouth,5,Issues,0.16,"RHEL 7, CentOS 7",10 - 100,3.6,Do it!,"spack load, Containers","spack external find, spack install --reuse, spack load",Yes -- just one,No,"AMD, Intel, ARM","NVIDIA T4, NVIDIA Other","gcc, Intel Compilers, Intel OneAPI / dpc++",Very Important,Very Important,Somewhat important,Somewhat important,Slightly Important,Slightly Important,Slightly Important,Very Important,Not Important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Very Important,Repository of applications and case studies on using Spack. ,"Yes, I'd attend",Yes,"Documentation, Slack, GitHub",Weekly,Probably,Probably,OK,OK,Good,Excellent,We have general compute clusters so we have a number of users using spack to get their codes operational,adding flexibility of the environment to our HPC compute clusters,"Getting different codes compiled and configured for reuse.  Intel OneAPI compilers...
",Development of a case studies repositories on best ways to configure and reuse applications like OpenFOAM or other open source products.,Aim for the top 50 packages in the HPC space,Keep up the great work,
1/3/2022 10:46:05,Manager,University HPC/Computing Center,United States,No,"Fortran, C, Python, R, sh/bash/other shell script","Traditional HPC / Simulation, Statistics / Data Analysis, AI/ML, Computer Science Research, Bioinformatics, High Energy Physics",Birds-of-a-feather (BOF) at conference,5,Slack Discussions,0.16,"macOS, CentOS 8, openSuSE","500-1,000",3.8,Do it!,Lmod,"Environments, Module generation, Chaining (upstreams), Stacks (matrices in environments)",Yes -- just one,Yes,"AMD, Intel","NVIDIA T4, NVIDIA Ampere","gcc, Intel Compilers, Intel OneAPI / dpc++, NVHPC (new NVIDIA PGI compilers), nvcc (CUDA)",Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Slightly Important,Critical,Not Important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,,"Yes, I'd attend",Yes,"Documentation, Slack, GitHub",Monthly,Probably not,Probably,Good,Excellent,Excellent,Excellent,,,,,,,
1/3/2022 10:47:26,Software Developer,Company,United States,No,"C++, Python",Dependency and package management,SBIR call for proposals,0,No,0.17,"Ubuntu 20, Windows Subsystem for Linux (WSL)",10 - 100,3.8,Do it!,Spack environments,Environments,No,No,Intel,No GPUs,gcc,Very Important,Slightly Important,Somewhat important,Very Important,Slightly Important,Slightly Important,Not Important,Not Important,Critical,Very Important,Somewhat important,Slightly Important,Slightly Important,Slightly Important,Somewhat important,,"Yes, I'd attend",Yes,"GitHub, Source Code",Monthly,Probably not,Probably,Good,Excellent,OK,Excellent,,,,,,,
1/3/2022 10:51:10,Computational Scientist,University research group,Germany,No,"Fortran, C, C++, Python, sh/bash/other shell script",Traditional HPC / Simulation,Word of mouth,1,Packages,"0.16, develop","Arch, openSuSE",10 - 100,"3.7, 3.10",Do it!,"Lmod, Environment Modules (TCL modules)",Module generation,No,No,"AMD, Intel",No GPUs,"gcc, Intel Compilers, Intel OneAPI / dpc++, NVHPC (new NVIDIA PGI compilers), LLVM, NAG, flang, f18, lfortran",Critical,Very Important,Very Important,Slightly Important,Slightly Important,Slightly Important,Not Important,Slightly Important,Not Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,,Maybe,No,Documentation,Monthly,No,No,Good,Good,Good,Good,Installing software and compilers when I don't want to bother my admin,Compiling compilers,Building LLVM from source and failing after wasting 1.5hrs to display one line of compiler error message.,,,,
1/3/2022 10:54:17,Scientist/Researcher,Company,France,No,"Fortran, C++, Python, C#",Traditional HPC / Simulation,Presentation,0,Packages,0.17,"Ubuntu 20, Fedora, Windows",10 - 100,"3.8, 3.9, 3.10",Do it!,"spack load, Spack environments, Lmod","Environments, spack install --reuse, spack load, spack diff (compare two specs)",Yes -- several,No,"Intel, ARM",NVIDIA Other,"gcc, Intel Compilers, Intel OneAPI / dpc++, LLVM",Slightly Important,Somewhat important,Somewhat important,Somewhat important,Slightly Important,Not Important,Slightly Important,Very Important,Very Important,Very Important,Critical,Critical,Very Important,Slightly Important,Not Important,--reuse as the default !,"Yes, I'd attend",Yes,"Documentation, GitHub",Weekly,Probably not,"Yes, definitely!",Good,Good,Good,Good,Setup all my hpc libraries,Automate compilation of complex fea libraries for multiple architecture/compilers/options,"--reuse option is not very clear
Windows release
deb/rpm packages file to install spack",YouTube videos/tutorials,"Some packages are not well setup (freefem), you may develop a quality indicator.",Keep going !,
1/3/2022 10:55:22,System Administrator,University HPC/Computing Center,United States,No,sh/bash/other shell script,Traditional HPC / Simulation,Word of mouth,3,No,"0.11, 0.16, 0.17","macOS, CentOS 7, Fedora",100 - 200,"2.7, 3.9",Unacceptable,Environment Modules (TCL modules),"Module generation, New concretizer (clingo), spack install --reuse",No,Yes,Intel,"NVIDIA Volta, NVIDIA Other","gcc, Intel Compilers, Intel OneAPI / dpc++",Somewhat important,Very Important,Slightly Important,Slightly Important,Slightly Important,Somewhat important,Not Important,Slightly Important,Not Important,Somewhat important,Slightly Important,Slightly Important,Somewhat important,Not Important,Slightly Important,"Better messaging on how external MPI packages should be what you want to use.  Interally compiled MPI has tripped me up before and the important difference is not something I recall from training, perhaps it's different now.","Yes, I'd attend",Yes,Slack,Monthly,No,Probably not,Good,Good,OK,Good,Compiling cluster packages and doing test compiles for things I might want to put on the cluster.,The fact it automates builds and mostly hides dependency complexity from you and the software end user.,"I don't want to show end users every spack compiled packages in environmental modules, so whitelisting specific packages for modules is the only minor annoyance I recall.",,,,
1/3/2022 10:56:15,System Administrator,University HPC/Computing Center,United States,No,"Fortran, Python",Traditional HPC / Simulation,Birds-of-a-feather (BOF) at conference,2,No,0.17,"macOS, RHEL 8",100 - 200,"3.8, 3.10",Do it!,"spack load, Lmod","Environments, Module generation, Stacks (matrices in environments), Build caches (binary packages), build-env (debug a build), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, New concretizer (clingo)",Yes -- just one,No,"AMD, Intel, ARM",No GPUs,"gcc, Intel OneAPI / dpc++, NVHPC (new NVIDIA PGI compilers), LLVM",Somewhat important,Somewhat important,Not Important,Somewhat important,Slightly Important,Not Important,Not Important,Not Important,Not Important,Somewhat important,Very Important,Somewhat important,Not Important,Not Important,Very Important,,Maybe,No,"Documentation, Slack, GitHub",Daily,Probably not,"Yes, definitely!",OK,Excellent,OK,Good,"I am a sysadmin for multiple small HPC clusters, and attempt to use spack to install software for users (such that the existence of spack is invisible to them)",Complex software installs are easy!,Lmod hierarchies (and Lmod in general) seem barely supported ,Improve Lmod support ,"Ansys software and DoD Create-RF - of course, neither of these have public download URLs",Thanks so much for this wonderful tool!,
1/3/2022 11:04:02,Scientist/Researcher,University research group,United States,Yes,"C++, Python","Traditional HPC / Simulation, Computer Science Research, High Energy Physics",Used at my site,3,"Packages, Slack Discussions, GitHub Discussions, Issues",develop,"RHEL 7, RHEL 8, Ubuntu 20",10 - 100,3.6,Do it!,"spack load, Spack environments, Lmod, spack view","Environments, Module generation, Chaining (upstreams), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, New concretizer (clingo), spack develop, spack test, spack load",Yes -- several,No,"AMD, Intel, IBM Power, ARM","NVIDIA Volta, NVIDIA Other, AMD MI100, AMD MI200, Intel Xe (Ponte Vecchio)","gcc, Intel Compilers, LLVM, nvcc (CUDA), IBM XL",Critical,Critical,Very Important,Somewhat important,Somewhat important,Somewhat important,Slightly Important,Somewhat important,Critical,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Critical,,Maybe,Yes,"Documentation, Slack",Weekly,Probably not,Probably,OK,Excellent,Good,Excellent,,,,,,,
1/3/2022 11:11:04,System Administrator,University HPC/Computing Center,United States,No,sh/bash/other shell script,Traditional HPC / Simulation,Tutorial,4,Issues,0.16,"CentOS 7, CentOS 8, Ubuntu 20",10 - 100,"2.7, 3.5",I'd live (I can provide Python 3 somehow),Spack environments,"Environments, Module generation",Yes -- several,No,"AMD, Intel",NVIDIA Other,"gcc, Intel Compilers, LLVM, nvcc (CUDA)",Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Slightly Important,Very Important,Not Important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,not sure,"Yes, I'd attend",Yes,"Documentation, Slack, spack help, Email",Monthly,"Yes, definitely!",Probably,Excellent,Good,Good,Good,I build software for my HPC system,Building most common softwares with out compiling from my end,When version changes in the spack packages or URL for the packages. Different compiler and MPI version. ,add more packages by talking to HPC communities. You can get help from them. Have more workshops and training.  Teach users in depth of spack build. ,Yes. Many!!,I love spack. It is one of the beast free tools and support in HPC community. Get support from HPC community so that you can get more funding. It should become a part of HPC cluster like OS is part of computer. ,
1/3/2022 11:23:38,System Administrator,"DOE/Office of Science Lab (e.g., ORNL/ANL/LBL)",United States,Yes,,Traditional HPC / Simulation,Tutorial,4,"Packages, Documentation, Slack Discussions","0.17, develop","macOS, RHEL 8, CentOS 8, SLES15, Windows Subsystem for Linux (WSL)",200 - 500,3.7,Do it!,"Spack environments, Lmod","Environments, Module generation, Chaining (upstreams)",Yes -- just one,No,"AMD, Intel, IBM Power","NVIDIA Ampere, AMD MI200","gcc, Intel Compilers, NVHPC (new NVIDIA PGI compilers), AMD ROCmCC / hipcc, nvcc (CUDA)",Critical,Critical,Critical,Not Important,Very Important,Slightly Important,Not Important,Very Important,Not Important,Very Important,Not Important,Very Important,Critical,Slightly Important,Slightly Important,,"Yes, I'd attend",Yes,"Documentation, Slack, Coworkers",Weekly,Probably,No,Good,OK,OK,Excellent,Installing software onto HPC systems with an environment,,,,,,
1/3/2022 11:24:41,Scientist/Researcher,Other Public Research Lab,France,No,"C++, Python",High Energy Physics,Presentation,2,"Slack Discussions, Issues","0.17, develop","macOS, RHEL 8, Ubuntu 20",100 - 200,"3.8, 3.9",Do it!,"spack load, Spack environments, spack build-env","Environments, Build caches (binary packages), build-env (debug a build), Python extensions (link python packages into interpreter prefix), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, New concretizer (clingo), spack develop, spack install --reuse, spack load, spack diff (compare two specs)",Yes -- several,No,"Intel, ARM",No GPUs,"gcc, LLVM, Apple Clang",Somewhat important,Very Important,Slightly Important,Critical,Slightly Important,Somewhat important,Not Important,Slightly Important,Slightly Important,Somewhat important,Very Important,Very Important,Somewhat important,Slightly Important,Very Important,More support for Apple M1 ?,"Yes, I'd attend",Yes,"Documentation, Slack, GitHub, spack help, Source Code",Weekly,Probably not,Probably,Good,Good,OK,OK,Install (custom) HEP stacks,Spack develop ,Integration of Fortran packages on a M1 (not only Spack’s fault I realize ),Build caches for more platforms (Mac),,,
1/3/2022 11:26:24,System Administrator,University HPC/Computing Center,Germany,No,"Fortran, sh/bash/other shell script","Traditional HPC / Simulation, AI/ML, Computer Science Research, Bioinformatics",Word of mouth,3,"GitHub Discussions, Issues","0.16, 0.17","CentOS 7, CentOS 8, Ubuntu 18, Ubuntu 20",10 - 100,"2.7, 3.6",Do it!,Environment Modules (TCL modules),"Module generation, Chaining (upstreams), Externals in packages.yaml, Concretization preferences in packages.yaml, New concretizer (clingo)",Yes -- several,Yes,"AMD, Intel","NVIDIA Volta, NVIDIA Ampere, NVIDIA Other","gcc, Intel Compilers, Intel OneAPI / dpc++, NVHPC (new NVIDIA PGI compilers), LLVM, nvcc (CUDA)",Very Important,Somewhat important,Very Important,Slightly Important,Slightly Important,Slightly Important,Not Important,Very Important,Not Important,Slightly Important,Somewhat important,Somewhat important,Somewhat important,Slightly Important,Slightly Important,,Maybe,No,"Documentation, Coworkers, GitHub",Monthly,Probably not,Probably not,OK,OK,OK,OK,,,"concretization should be less picky for uncritical parts; it should not make any difference which compiler was used to build automake, make, tar, ...",,,,
1/3/2022 11:30:45,Research Software Engineer (RSE),University HPC/Computing Center,United States,No,"Python, R",Statistics / Data Analysis,Used at my site,2,"Slack Discussions, Issues","0.16, 0.17","CentOS 7, Ubuntu 20",100 - 200,3.8,Do it!,Lmod,"Environments, spack load",No,Yes,Intel,NVIDIA Other,gcc,Critical,Critical,Very Important,Somewhat important,Very Important,Somewhat important,Slightly Important,Slightly Important,Not Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,,Maybe,Yes,"Documentation, GitHub",Monthly,Probably not,Probably,Good,Good,Good,Excellent,,,,,,,
